id	type	message	created_time	comments	likes	commentsandlikes
215924991863921_319004774889275	link	http://juntos.org.br/2013/03/trabalhadores-da-cultura-e-hora-de-perder-a-paciencia/	2013-03-16T04:19:10+0000	0	0	0
215924991863921_318973488225737	status		2013-03-16T02:02:15+0000	0	0	0
215924991863921_317940518329034	photo	A cultura em São Carlos está passando por momentos de forte mobilização para contrapor os absurdos ocorridos na prefeitura. __Grito Rock na Praça Coronel Salles Cancelado_ o NÃO repasse da última parcela do Fundo Municipal de Cultura e CANCELAMENTO do convênio com os Pontos de Cultura?__Chegou a hora de ir pra cima!	2013-03-13T15:28:37+0000	0	2	2
215924991863921_313938228729263	photo		2013-03-05T05:16:27+0000	0	1	1
215924991863921_312825688840517	photo	Hoje tem ocupação na Praça Coronel Salles a partir das 14h!_Bora movimentar os espaços públicos da cidade_ fazer intervenções_ praticar esportes_ dançar e se divertir. Nenhum decreto vai nos impedir de gritar: A PRAÇA É NOSSA!__TODOS CONVOCADOS: http://on.fb.me/15phuri	2013-03-02T16:04:58+0000	0	1	1
215924991863921_300163113440108	link	O Nomads.usp_ Núcleo de Estudos de Habitares Interativos_ _convida para o lançamento da oitava edição de sua revista eletrônica V!RUS._QUANDO: quarta-feira 06/02/2013_LOCAL: GIG - São Carlos_Rua 9 de Julho_ 1817_(16) 3419-1800_HORARIO: a partir das 18H_Acesse! www.nomads.usp.br/virus/virus08	2013-02-04T18:29:39+0000	0	1	1
215924991863921_287199541403132	photo		2013-01-18T00:13:47+0000	0	0	0
215924991863921_285092188280534	video	GRAFFITI(S) o filme_veja o teaser e curta a página!_https://www.facebook.com/graffitisofilme	2013-01-13T15:58:47+0000	0	2	2
215924991863921_283886501734436	photo	20h . Ecologia Urbana | Campanhas Ambientais 2013 | São Paulo/SP_https://www.facebook.com/photo.php?fbid=550250168327371&set=a.439566586062397.107230.435940363091686&type=1&theater	2013-01-10T17:38:59+0000	0	1	1
215924991863921_276733329116420	photo	:)__VAMOS DAR UM PRESENTE PARA MACAPÁ!!!__Assinem o pedido de revitalização do parque de Macapá_ onde existem 200 animais recolhidos_ vivendo em más condições. Os benefícios de um parque são incontáveis. É um espaço para Educação ambiental_ divulgação cultural_ aproximação entre homem e natureza_ reprodução e manutenção de espécies locais_ propicio ao desenvolvimento de vendedores ambulantes_ pesquisadores e curiosos pela natureza.__https://www.facebook.com/photo.php?fbid=4382650643561&set=a.1146316297225.2023921.1207071670&type=1&theater	2012-12-25T22:45:36+0000	0	0	0
215924991863921_275395679250185	link	Rolando agora_ AO VIVO da praça do mercado municipal de São Carlos - SP_ o Festival Transporte Justo_ com debates_ cultura e mobilização contra o aumento da tarifa em São Carlos. Assita_ participe_ compartilhe!__http://www.postv.org/	2012-12-22T18:22:39+0000	0	1	1
215924991863921_262197940569959	link		2012-11-16T15:46:08+0000	0	1	1
215924991863921_246577438798676	photo	AO VIVO! Finanças Solidárias em debate na ACIEPE organizada pela Numi-EcoSol_ Economia solidária São Carlos (DAES) e festivalcontato_Hoje estamos com Fabio Sanches_http://ustream.tv/channel/financasSol	2012-10-03T20:12:10+0000	0	1	1
215924991863921_245158742273879	link	vamos darmos uma sacada e assinada nesta cartinha http://li7e.org/ddd2 ???	2012-09-29T18:18:42+0000	0	1	1
215924991863921_239237029532717	link	Hoje_ dia 11 de setembro de 2012_ testemunhamos mais uma reintegração de posse em território paulista – prática que se torna cada vez mais recorrente na militarizada e truculenta gestão do governo estadual._ Cinco das seis últimas famílias residentes na Fazenda Santa Maria em São Simão que resistiam a manobra protagonizada pelo ITESP (Instituto de Terras do Estado de São Paulo) e coadunada pelo poder judiciário_ tiveram suas casas derrubadas num momento de culminância de um processo que se arrasta há alguns meses. As famílias_ que vivem há 16 anos no local_ não terão direito a qualquer indenização. Um lote em piores condições (sem água) estava sendo ofertado às famílias como contrapartida._ Apenas uma família resiste no local_ e após um dia de intensas negociações com os representantes do judiciário_ a decisão não aparenta ser revista. Até amanhã ao meio dia a última família deve ser desalojada._ Mais informações em: http://ambientesocial-blog.blogspot.com.br/2012/08/arbitraria-reintegracao-de-posse-em-sao.html	2012-09-12T03:02:37+0000	0	2	2
215924991863921_221745461281874	status	Olá_ pessoal!_Pelo que entendi_ as reuniões ficaram de ser quinzenais_ certo? Nesta sexta haverá reunião?_Abraços e força pras lutas!	2012-07-20T01:10:51+0000	1	0	1
215924991863921_220780998044987	status	alguma nova?	2012-07-17T04:57:15+0000	0	0	0
215924991863921_219747941481626	video		2012-07-14T00:26:17+0000	0	0	0
215924991863921_219504931505927	link	meus queridos_ fiquei devendo o esclarecimento aqui sobre uma ferramenta de comunicação escrita para uma convivência branda_ onde podemos cozinhar as coisas aos poucos. Essa ferramenta é levíssima_ e em uso intenso pelos grupos mais de resistência: IRC. Os usos possíveis dela vão muito além do que posso explicar aqui (algumas pessoas possuem árvores de servidores de canais_ chega a ser grotesco)_ mas o uso cotidiano é o mais simples: um canal de comunicação cujos presentes estão listados e cujo modo padrão de comunicação é aberto. Temos um canal que é o mais ativo do gênero no país e onde ficam algumas pessoas extremamente instruídas: http://webchat.freenode.net/?channels=#labmacambira_O canal #sancalivre é ainda mais antigo_ mas tem ficado inativo segundo minhas visitas constantes.	2012-07-13T07:08:06+0000	0	0	0
