id	type	message	created_time	comments	likes	commentsandlikes
300422056724092_347016958731268	photo		2013-03-14T15:07:52+0000	0	0	0
300422056724092_346777415421889	status		2013-03-13T20:23:40+0000	3	0	3
300422056724092_346783615421269	link	É o amigão do FHC_ que entretanto não foi preso (claro_ que país é este?_)_ guru do Neo liberalismo.	2013-03-13T21:00:12+0000	0	1	1
300422056724092_346738862092411	link	ENQUANTO ISSO NAQUELE PAÍS DE PRIMEIRO MUNDO ONDE TODO MUNDO É MAIS CIVILIZADO DO QUE AQUI_ A EDUCAÇÃO E DOUTRINAÇÃO DE FATO É 100%..._Policial de NY é condenado por planejar sequestrar 100 mulheres para estuprá-las_ matá-las_ cozinhá-las e comê-las	2013-03-13T16:48:03+0000	0	1	1
300422056724092_346737905425840	status	Carlos Menem_ amigão argentino do FHC e ídolo dos neoliberais do Brasil? Hoje foi condenado por tráfico internacional de armas.	2013-03-13T16:41:22+0000	0	1	1
300422056724092_346703025429328	status		2013-03-13T13:55:54+0000	0	0	0
300422056724092_346685495431081	link		2013-03-13T12:41:08+0000	0	0	0
300422056724092_346596382106659	photo		2013-03-13T02:40:46+0000	0	0	0
300422056724092_346585625441068	photo		2013-03-13T01:41:06+0000	0	2	2
300422056724092_346574788775485	link		2013-03-13T00:57:31+0000	0	0	0
300422056724092_346450065454624	link	MANIFESTANTES MEXICANOS - CONTRA A PRESENÇA DA BLOGUEIRA DA CIA_ DIGO CUBANA_ INVADEM O SENADO	2013-03-12T19:43:39+0000	2	0	2
300422056724092_346414918791472	link	POR QUE SERÁ QUE O MUNDO INTEIRO NÃO ADOTA O NOSSO TIPO DE APURAÇÃO _MODERNA?_RÁDIO E TV LOCAIS ANUNCIARAM_ COM ANTECIPAÇÃO DE MAIS DE UMA HORA DO TST_ OS RESULTADOS OFICIAIS DA ELEIÇÃO DE SEU CANDIDATO A PREFEITO DE SANTOS NA ÉPOCA_   E DESDE ENTÃO A ADMINISTRAÇÃO NÃO MUDOU (16 ANOS).	2013-03-12T18:06:36+0000	0	0	0
300422056724092_346346275465003	video		2013-03-12T14:56:01+0000	0	0	0
300422056724092_346315178801446	photo	REDE MUNICIPAL DE EDUCAÇÃO DE NOVA IGUAÇU__PARALISAÇÃO COM ATO PÚBLICO FRENTE A PREFEITURA_Dia 20/03 as 9:00 horas.__ASSEMBLEIA APÓS O ATO_Local: MAB Associação de Bairros _Rua Dr. Atayde Pimenta de Moraes_ 37 Centro - Nova Iguaçu _(Ao lado do ECI - Esporte Clube Iguaçu)__O Sepe Somos Nós!	2013-03-12T13:06:35+0000	0	0	0
300422056724092_346309288802035	status	Bom dia_ faces._Os cidadãos_ exigiam redução de impostos_ certo ? Bem de certa forma está sendo feita_ aos poucos_ mas está. Agora pergunto : Será que os supermercados vão repassar isso ao consumidor ? ou vão continuar a manter suas margens de lucro ? Do mesmo modo que os cidadãos querem e tem o direito de saber quanto é a carga tributária nos produtos que adquirimos_ também temos o direito e devemos procurar saber_ quanto é A MARGEM DE LUCRO_ embutida nos PREÇOS dos produtos que consumimos. Para saber realmente quanto é o custo real e não _maquiado_ das mercadorias.__Cesta básica mais barata tem de chegar logo a prateleiras_ diz Mantega._Na sexta-feira_ presidente anunciou redução de tributos da cesta básica._Ministro não quis apontar previsão de impacto da medida na inflação._Fonte: Portal G1 / Economia.	2013-03-12T12:30:02+0000	0	0	0
300422056724092_346184355481195	link	Enquanto o medíocre Jabor rosna na Globo_ nos EUA atores e cineastas _top_ exaltam Hugo Chávez. http://www1.folha.uol.com.br/mundo/1243813-personalidades-de-hollywood-homenageiam-chavez-e-desafiam-washington.shtml …	2013-03-12T03:41:56+0000	2	2	4
300422056724092_346222898810674	status		2013-03-12T05:24:55+0000	0	0	0
300422056724092_346222192144078	status		2013-03-12T05:18:51+0000	0	0	0
300422056724092_346184335481197	link	E OS CRIMES DOS PETISTAS? QUE COMISSÃO DA VERDADE É ESTA??? ENTENDE-SE QUE UMA COMISSÃO QUE SE DIZ DA VERDADE QUER APURAR A VERDADE_ QUE VERDADE É ESSA? __Será algo como _câncer induzido_?! rs... essa foi de doer hein_ quanta criatividade.__http://www.peticaopublica.com.br/PeticaoVer.aspx?pi=P2013N37049	2013-03-12T03:41:41+0000	0	0	0
300422056724092_346182385481392	link		2013-03-12T03:28:08+0000	0	0	0
300422056724092_345997735499857	link	GOVERNINHO ESTÁ FAZENDO SUA PARTE....RETIRA DA DIRETRIZ  DE ENSINO AS MATÉRIAS DE HISTÓRIA E GEOGRAFIA_ PORTANTO AS MATÉRIAS QUE ENSINAM A PENSAR. OK CONTINUEM VOTANDO NO PSDB E_ LOGO_ TODOS COMEREMOS GRAMA.	2013-03-11T13:30:51+0000	5	3	8
300422056724092_346115275488103	photo	Frequência Damata Edição 47 – Março/2013__Entrevista do Movimento Anarcopunk de São Paulo e Nosso Ódio Irá Atacar (N.Ó.I.A.)__Escritos: Da paixão ao caos; A perversidade na educação.__Na trilha sonora de Silvito El Libre_ Cavala_ Cheesehead_ Psychic Possessor_ Front LR_ Restos de Nada e Los Crudos__Confira no:_www.estudiodamata.art.br_(Acesse todo o conteúdo do podcast no Menu Programa Frequência Damata)_Curta:_www.facebook.com/frequenciadamata	2013-03-11T21:15:16+0000	0	0	0
300422056724092_346106158822348	photo	Ich Will Dieses Europa System Nicht__EU NÃO APOIO ESTE SISTEMA (REGIME) EUROPEU!__We are all the same.You know?__http://www.facebook.com/pages/Ich-Will-Dieses-Europa-System-Nicht/460477003997501	2013-03-11T20:35:05+0000	0	0	0
300422056724092_346092088823755	link	Gostaria de apresentar minha rede social. Ela trabalha com compartilhamento de conhecimento. A inscrição pode ser feita gratuitamente por tempo indeterminado.__Essa semana implantei um sistema de listas de tópicos que facilita o acompanhamento dos tópicos que vão sendo criados dentro dos temas que você mais se interessa.__Ela tem a mesma proposta que o Quora_ mas não resume a experiência a perguntas e respostas e permite uma participação mais ampla dos usuários. Pode ser um pouco complicado para entender como funciona porque se trata de uma nova abordagem na criação de conteúdo_ mas quem mantém um blog_ por exemplo_ pode achar bastante útil para divulgar seu conteúdo e influenciar os demais usuários.__http://iParla.net/	2013-03-11T19:24:16+0000	0	1	1
300422056724092_346074318825532	link	CRITICA TANTO OS IMPOSTOS QUE NÃO PAGA...  NÃO HAVERIA TANTOS IMPOSTOS SE NÃO SONEGASSE E SE HOUVESSE MENOS CORRUPÇÃO.  HAVERIA INCLUSIVE MENOS GENTE MORRENDO DE FOME E MAIS EDUCAÇÃO PARA QUEM - COMO ELE - QUER QUE O MISERÁVEL SE EXPLODA.	2013-03-11T18:03:42+0000	0	0	0
300422056724092_346014958831468	photo		2013-03-11T14:46:52+0000	0	0	0
300422056724092_346014912164806	link	http://www.facebook.com/pages/Reda%C3%A7%C3%A3o-da-Caros-Amigos-em-Greve/134881240020657	2013-03-11T14:46:38+0000	0	0	0
300422056724092_345887632177534	status	Não desistam !	2013-03-11T05:19:00+0000	1	1	2
